ID_produktu;ID_zavodu;Datum;Mnozstvi
ND123;ZP20;25.7.2018;15
ND110;ZP20;21.10.2017;24
ND112;ZP30;17.1.2017;20
ND106;ZP30;1.5.2017;2
ND108;ZP30;2.10.2017;11
ND119;ZP10;29.10.2017;1
ND104;ZP10;31.5.2017;16
ND118;ZP30;1.6.2018;18
ND120;ZP10;25.2.2017;2
ND107;ZP20;14.1.2018;25
ND110;ZP20;19.3.2017;19
ND122;ZP10;2.9.2017;13
ND106;ZP10;25.3.2017;25
ND112;ZP30;1.11.2017;20
ND109;ZP20;5.5.2017;21
ND102;ZP10;18.6.2018;8
ND103;ZP10;2.2.2017;30
ND108;ZP30;28.2.2017;21
ND107;ZP30;19.5.2018;10
ND105;ZP10;10.1.2018;25
ND115;ZP30;7.7.2017;13
ND117;ZP30;19.9.2017;30
ND121;ZP30;20.3.2017;14
ND109;ZP30;10.8.2018;19
ND122;ZP10;18.4.2017;20
ND111;ZP10;1.5.2017;27
ND115;ZP10;26.1.2017;22
ND118;ZP10;11.5.2017;16
ND109;ZP10;25.9.2017;23
ND113;ZP30;27.12.2017;8
ND103;ZP30;25.8.2017;18
ND115;ZP10;16.6.2017;28
ND114;ZP10;2.7.2017;26
ND116;ZP30;20.2.2018;22
ND124;ZP10;7.5.2018;24
ND120;ZP10;6.5.2018;7
ND107;ZP10;12.5.2018;15
ND109;ZP30;23.7.2018;11
ND115;ZP30;15.5.2018;2
ND102;ZP20;13.3.2017;16
ND124;ZP30;11.4.2018;27
ND117;ZP10;23.5.2017;14
ND116;ZP30;11.8.2017;3
ND116;ZP20;9.8.2017;19
ND101;ZP10;17.8.2017;3
ND120;ZP30;12.4.2018;4
ND124;ZP20;16.5.2018;9
ND102;ZP20;12.10.2017;14
ND108;ZP30;26.6.2017;12
ND107;ZP20;14.4.2017;30
ND109;ZP20;15.9.2017;2
ND106;ZP20;23.8.2018;2
ND120;ZP10;12.8.2017;26
ND112;ZP10;23.11.2017;18
ND121;ZP20;27.9.2017;4
ND108;ZP20;29.10.2017;20
ND107;ZP30;19.2.2017;18
ND105;ZP20;18.7.2018;19
ND119;ZP10;4.2.2017;9
ND108;ZP20;24.7.2017;27
ND117;ZP10;29.5.2018;15
ND116;ZP20;20.12.2017;3
ND124;ZP30;11.4.2017;5
ND124;ZP20;9.9.2017;20
ND101;ZP20;12.2.2018;20
ND109;ZP20;6.2.2017;12
ND106;ZP30;27.2.2018;28
ND103;ZP10;26.8.2018;2
ND103;ZP30;16.8.2018;13
ND105;ZP30;29.11.2017;7
ND111;ZP30;25.9.2017;23
ND119;ZP10;28.8.2018;11
ND112;ZP10;11.1.2018;26
ND101;ZP30;13.11.2017;9
ND117;ZP10;22.7.2018;7
ND112;ZP10;7.11.2017;1
ND108;ZP20;14.4.2018;22
ND119;ZP20;22.9.2017;9
ND119;ZP10;11.6.2017;4
ND114;ZP10;18.5.2018;6
ND111;ZP20;14.4.2018;18
ND122;ZP10;7.12.2017;20
ND107;ZP30;27.2.2018;16
ND106;ZP20;25.2.2017;10
ND120;ZP10;19.10.2017;4
ND124;ZP20;19.6.2017;18
ND114;ZP30;12.9.2017;3
ND107;ZP10;18.10.2017;12
ND104;ZP20;31.1.2017;7
ND107;ZP10;15.3.2017;3
ND122;ZP20;25.1.2018;27
ND116;ZP20;7.6.2018;13
ND118;ZP20;29.4.2017;7
ND124;ZP30;10.12.2017;28
ND108;ZP30;14.1.2017;16
ND114;ZP30;5.5.2018;22
ND114;ZP20;23.11.2017;25
ND122;ZP20;7.5.2018;6
ND103;ZP30;16.9.2017;24
ND117;ZP20;23.4.2017;9
ND102;ZP20;15.5.2018;12
ND104;ZP10;2.6.2018;8
ND102;ZP10;7.7.2018;8
ND115;ZP20;13.8.2017;10
ND121;ZP10;22.6.2017;24
ND104;ZP30;11.2.2017;28
ND124;ZP30;13.1.2018;8
ND119;ZP10;31.7.2017;29
ND122;ZP30;24.4.2018;23
ND106;ZP30;26.6.2017;30
ND123;ZP30;15.10.2017;30
ND105;ZP30;29.8.2018;28
ND109;ZP10;14.5.2017;23
ND121;ZP10;27.3.2018;2
ND102;ZP10;10.2.2018;21
ND116;ZP30;8.6.2017;16
ND121;ZP30;5.10.2017;11
ND124;ZP20;23.1.2018;21
ND116;ZP10;25.1.2018;27
ND117;ZP10;22.8.2017;1
ND105;ZP10;23.7.2017;13
ND110;ZP30;19.3.2018;21
ND124;ZP10;6.3.2017;4
ND117;ZP30;6.3.2018;8
ND107;ZP30;6.5.2017;17
ND114;ZP10;25.3.2017;17
ND111;ZP10;30.7.2017;27
ND103;ZP20;28.6.2017;12
ND109;ZP10;1.7.2018;24
ND119;ZP30;1.9.2017;22
ND114;ZP10;6.7.2018;17
ND120;ZP20;9.4.2018;13
ND124;ZP30;2.9.2017;11
ND118;ZP20;4.10.2017;22
ND106;ZP30;13.8.2017;11
ND124;ZP30;31.7.2018;27
ND117;ZP10;23.1.2017;5
ND105;ZP10;19.7.2018;22
ND124;ZP10;11.3.2017;27
ND104;ZP30;3.3.2018;6
ND102;ZP30;23.8.2017;28
ND121;ZP20;12.3.2017;26
ND104;ZP10;6.7.2018;5
ND103;ZP30;27.9.2017;23
ND102;ZP30;30.1.2018;10
ND105;ZP20;18.5.2017;18
ND105;ZP20;5.10.2017;22
ND105;ZP10;23.5.2017;2
ND119;ZP30;6.5.2018;19
ND115;ZP10;25.3.2017;29
ND120;ZP10;28.2.2017;1
ND110;ZP20;11.9.2017;25
ND123;ZP10;15.8.2017;4
ND122;ZP20;7.4.2018;10
ND117;ZP20;10.12.2017;5
ND102;ZP10;4.2.2018;30
ND105;ZP20;17.3.2017;5
ND115;ZP10;14.1.2018;6
ND104;ZP20;12.7.2018;11
ND115;ZP20;16.9.2017;13
ND103;ZP20;14.2.2018;8
ND122;ZP10;12.2.2017;29
ND102;ZP30;2.5.2018;8
ND107;ZP30;2.7.2018;27
ND117;ZP20;27.1.2017;2
ND117;ZP10;12.9.2017;13
ND122;ZP10;29.1.2018;24
ND119;ZP10;20.5.2018;14
ND102;ZP30;9.5.2017;28
ND116;ZP10;23.11.2017;2
ND124;ZP10;14.10.2017;13
ND113;ZP30;7.8.2017;23
ND121;ZP30;12.5.2018;23
ND106;ZP20;5.11.2017;21
ND118;ZP10;7.6.2017;22
ND111;ZP20;21.6.2017;27
ND123;ZP10;13.12.2017;25
ND107;ZP10;8.9.2017;23
ND110;ZP10;22.5.2018;19
ND121;ZP30;21.12.2017;13
ND104;ZP10;9.7.2017;16
ND110;ZP30;25.9.2017;8
ND124;ZP20;7.8.2018;21
ND112;ZP10;14.6.2017;25
ND121;ZP20;29.10.2017;14
ND112;ZP20;15.8.2018;11
ND104;ZP30;22.12.2017;20
ND118;ZP10;29.12.2017;21
ND104;ZP10;5.5.2018;4
ND102;ZP30;4.12.2017;6
ND113;ZP10;17.11.2017;22
ND110;ZP10;26.8.2018;26
ND105;ZP30;16.7.2017;20
ND122;ZP30;28.5.2017;6
ND120;ZP30;6.6.2017;3
ND102;ZP20;8.6.2018;3
ND108;ZP20;29.3.2018;10
ND114;ZP30;20.6.2018;17
ND122;ZP30;19.2.2018;14
ND102;ZP10;20.4.2018;28
ND104;ZP10;21.3.2018;26
ND102;ZP30;22.2.2017;27
ND118;ZP30;17.2.2018;23
ND123;ZP10;7.8.2018;20
ND123;ZP20;5.12.2017;27
ND102;ZP20;13.9.2017;10
ND115;ZP10;29.8.2017;15
ND121;ZP30;30.1.2017;27
ND104;ZP30;30.4.2018;4
ND113;ZP20;17.5.2017;25
ND110;ZP20;10.11.2017;7
ND114;ZP30;27.1.2017;13
ND103;ZP30;23.8.2017;10
ND119;ZP10;10.7.2017;16
ND121;ZP20;2.6.2017;2
ND112;ZP10;13.2.2017;6
ND120;ZP20;15.12.2017;21
ND107;ZP20;15.1.2018;28
ND119;ZP10;13.4.2017;19
ND107;ZP30;31.12.2017;6
ND111;ZP10;9.3.2017;4
ND108;ZP10;2.5.2017;27
ND112;ZP10;9.9.2017;4
ND115;ZP30;23.12.2017;16
ND123;ZP30;26.11.2017;27
ND108;ZP30;14.5.2018;11
ND123;ZP20;20.6.2017;22
ND123;ZP10;24.9.2017;6
ND122;ZP20;28.1.2017;23
ND107;ZP10;27.4.2017;12
ND113;ZP30;7.2.2018;16
ND112;ZP20;1.5.2018;7
ND123;ZP20;13.9.2017;7
ND124;ZP20;12.6.2018;4
ND118;ZP10;10.5.2017;12
ND112;ZP30;15.1.2018;23
ND107;ZP10;6.1.2017;27
ND119;ZP20;3.6.2017;18
ND118;ZP10;14.2.2017;3
ND111;ZP20;28.7.2018;13
ND101;ZP30;4.8.2018;16
ND115;ZP10;9.3.2017;18
ND118;ZP30;5.5.2018;26
ND121;ZP10;29.7.2018;18
ND101;ZP10;14.2.2018;26
ND119;ZP10;20.8.2018;26
ND118;ZP20;23.6.2018;16
ND106;ZP20;15.3.2018;30
ND121;ZP10;17.7.2017;25
ND107;ZP20;15.7.2018;14
ND110;ZP20;6.2.2017;27
ND121;ZP20;16.5.2017;10
ND109;ZP20;14.1.2017;10
ND124;ZP10;28.6.2017;24
ND112;ZP30;11.4.2018;5
ND102;ZP20;1.5.2018;1
ND118;ZP20;26.10.2017;21
ND112;ZP20;25.6.2017;4
ND119;ZP10;6.2.2017;6
ND111;ZP20;29.8.2017;30
ND118;ZP30;16.10.2017;9
ND117;ZP30;8.12.2017;29
ND120;ZP30;4.1.2017;30
ND116;ZP20;3.1.2017;17
ND119;ZP30;17.3.2017;25
ND105;ZP20;28.9.2017;23
ND108;ZP10;17.1.2018;7
ND115;ZP20;6.7.2018;6
ND119;ZP20;22.6.2018;21
ND109;ZP10;21.2.2018;22
ND105;ZP10;17.1.2017;24
ND107;ZP20;16.8.2018;7
ND108;ZP10;23.4.2017;15
ND115;ZP30;21.2.2017;20
ND122;ZP10;23.2.2017;10
ND115;ZP20;13.1.2017;19
ND111;ZP30;16.4.2017;22
ND116;ZP30;22.1.2018;11
ND121;ZP20;30.4.2017;29
ND118;ZP30;10.1.2018;6
ND111;ZP30;11.4.2018;23
ND116;ZP10;15.6.2018;17
ND106;ZP20;5.3.2017;25
ND119;ZP20;2.5.2017;28
ND120;ZP20;15.4.2018;5
ND104;ZP30;14.11.2017;26
ND122;ZP30;28.6.2018;13
ND118;ZP10;15.2.2017;26
ND116;ZP30;21.3.2017;7
ND121;ZP10;17.3.2018;26
ND104;ZP30;1.3.2017;4
ND114;ZP10;2.9.2017;12
ND119;ZP10;5.9.2017;5
ND123;ZP20;2.5.2017;8
ND117;ZP30;8.6.2018;11
ND120;ZP10;28.8.2018;14
ND116;ZP30;20.3.2018;21
ND123;ZP20;27.3.2017;30
ND121;ZP10;8.3.2017;30
ND110;ZP10;16.2.2017;15
ND121;ZP20;7.3.2018;13
ND121;ZP20;12.4.2018;24
ND119;ZP10;30.3.2017;24
ND101;ZP30;26.8.2018;14
ND119;ZP10;18.4.2017;27
ND118;ZP30;17.4.2018;26
ND108;ZP20;9.2.2017;4
ND114;ZP30;15.1.2018;11
ND107;ZP30;21.1.2017;29
ND105;ZP10;11.12.2017;20
ND113;ZP30;28.6.2018;8
ND113;ZP30;15.8.2018;21
ND108;ZP20;25.3.2018;10
ND101;ZP10;28.5.2018;30
ND123;ZP20;24.3.2018;2
ND104;ZP10;22.6.2018;4
ND110;ZP10;7.3.2017;3
ND103;ZP20;12.6.2018;16
ND122;ZP10;27.6.2017;9
ND103;ZP30;30.11.2017;10
ND117;ZP10;4.3.2017;23
ND106;ZP30;16.2.2018;8
ND116;ZP30;27.8.2017;24
ND102;ZP10;2.4.2017;27
ND103;ZP20;22.6.2018;7
ND124;ZP20;20.6.2018;21
ND117;ZP10;13.11.2017;19
ND120;ZP30;15.3.2018;24
ND112;ZP10;16.1.2017;10
ND112;ZP30;9.1.2017;22
ND117;ZP10;14.1.2017;12
ND104;ZP20;27.4.2017;21
ND103;ZP30;17.6.2018;13
ND107;ZP20;23.1.2017;23
ND107;ZP10;24.3.2017;15
ND104;ZP10;11.6.2018;23
ND105;ZP30;20.5.2018;17
ND116;ZP10;14.1.2017;15
ND105;ZP10;5.5.2018;1
ND114;ZP20;3.9.2017;10
ND111;ZP30;6.12.2017;25
ND105;ZP10;6.7.2018;1
ND101;ZP10;31.7.2018;27
ND114;ZP20;18.7.2018;9
ND105;ZP10;26.11.2017;8
ND121;ZP10;1.4.2018;1
ND110;ZP10;22.12.2017;21
ND102;ZP10;14.11.2017;5
ND113;ZP30;16.8.2018;24
ND120;ZP10;25.11.2017;10
ND121;ZP30;19.4.2017;9
ND119;ZP10;28.12.2017;12
ND118;ZP30;25.4.2018;28
ND124;ZP30;22.4.2018;8
ND114;ZP20;24.7.2018;4
ND105;ZP30;7.2.2018;5
ND117;ZP20;14.6.2017;1
ND105;ZP30;9.4.2018;18
ND109;ZP20;21.6.2018;10
ND119;ZP30;11.8.2017;20
ND119;ZP30;5.2.2018;14
ND118;ZP10;2.1.2018;18
ND106;ZP20;25.4.2018;8
ND102;ZP20;27.6.2018;3
ND119;ZP10;18.2.2018;2
ND118;ZP20;23.7.2018;16
ND106;ZP10;21.5.2018;9
ND106;ZP20;3.10.2017;30
ND116;ZP10;16.6.2017;4
ND119;ZP20;26.2.2017;19
ND108;ZP30;6.4.2017;5
ND122;ZP30;31.1.2018;24
ND121;ZP10;20.12.2017;29
ND118;ZP10;27.10.2017;16
ND105;ZP10;5.1.2018;27
ND119;ZP20;5.2.2018;20
ND118;ZP10;20.5.2018;13
ND114;ZP30;13.1.2017;30
ND119;ZP20;29.11.2017;8
ND123;ZP20;21.4.2017;5
ND115;ZP10;8.3.2017;1
ND111;ZP20;22.2.2018;7
ND103;ZP30;1.1.2017;30
ND111;ZP20;14.5.2017;8
ND103;ZP20;7.2.2018;13
ND109;ZP20;4.4.2018;4
ND105;ZP30;31.1.2017;14
ND118;ZP10;17.10.2017;25
ND115;ZP20;5.7.2018;30
ND116;ZP10;11.1.2017;10
ND104;ZP30;10.8.2018;18
ND108;ZP30;8.4.2017;12
ND120;ZP20;17.1.2018;16
ND101;ZP10;18.12.2017;19
ND103;ZP20;13.5.2017;5
ND106;ZP10;15.10.2017;1
ND115;ZP10;5.9.2017;20
ND109;ZP30;6.1.2017;10
ND103;ZP30;18.11.2017;24
ND105;ZP10;5.7.2018;2
ND117;ZP20;22.5.2018;18
ND120;ZP10;8.4.2018;10
ND112;ZP30;23.4.2018;7
ND123;ZP20;4.8.2017;12
ND105;ZP20;16.4.2018;11
ND104;ZP30;17.7.2018;6
ND101;ZP10;24.5.2017;16
ND117;ZP10;8.8.2018;18
ND106;ZP10;28.6.2018;4
ND120;ZP20;31.5.2018;3
ND108;ZP30;30.7.2017;10
ND116;ZP10;11.5.2017;1
ND110;ZP20;3.2.2017;19
ND109;ZP10;2.3.2017;8
ND123;ZP10;31.1.2017;23
ND119;ZP20;19.4.2017;19
ND112;ZP10;29.5.2018;17
ND111;ZP20;8.12.2017;29
ND118;ZP10;15.11.2017;10
ND122;ZP20;19.9.2017;11
ND117;ZP20;18.8.2018;15
ND113;ZP20;10.1.2018;4
ND114;ZP10;30.11.2017;14
ND122;ZP20;9.4.2018;5
ND118;ZP10;29.4.2017;8
ND113;ZP10;12.8.2018;5
ND106;ZP10;31.1.2017;4
ND106;ZP20;2.7.2018;16
ND124;ZP20;29.5.2018;10
ND117;ZP10;7.8.2018;4
ND102;ZP20;12.6.2017;20
ND119;ZP30;3.5.2017;12
ND110;ZP20;11.1.2018;18
ND121;ZP10;14.6.2017;28
ND103;ZP10;23.12.2017;26
ND118;ZP20;4.3.2017;23
ND117;ZP10;9.9.2017;28
ND111;ZP30;15.4.2018;7
ND120;ZP20;11.7.2017;1
ND124;ZP10;18.3.2018;10
ND109;ZP30;27.2.2017;28
ND115;ZP20;29.11.2017;2
ND122;ZP20;9.8.2017;9
ND104;ZP10;13.1.2017;14
ND123;ZP30;5.5.2018;7
ND111;ZP20;10.6.2017;24
ND102;ZP30;15.4.2017;24
ND113;ZP30;3.1.2017;12
ND113;ZP30;14.6.2018;20
ND109;ZP10;2.6.2017;16
ND120;ZP20;13.7.2018;6
ND113;ZP10;29.7.2017;17
ND119;ZP30;22.6.2018;10
ND109;ZP20;8.3.2017;27
ND115;ZP10;28.7.2018;4
ND102;ZP10;3.8.2017;11
ND111;ZP30;12.7.2018;15
ND110;ZP30;21.9.2017;2
ND115;ZP30;14.6.2018;29
ND112;ZP20;30.3.2018;22
ND120;ZP10;1.1.2018;2
ND116;ZP20;25.3.2017;24
ND112;ZP30;20.11.2017;5
ND102;ZP20;15.4.2018;25
ND120;ZP10;11.1.2017;11
ND111;ZP10;26.4.2018;12
ND110;ZP10;23.5.2017;26
ND122;ZP20;25.5.2017;3
ND107;ZP10;7.6.2017;11
ND113;ZP10;12.12.2017;12
ND115;ZP30;9.2.2017;7
ND105;ZP10;14.7.2017;8
ND115;ZP20;17.6.2017;8
ND114;ZP10;26.6.2017;18
ND110;ZP30;11.7.2017;12
ND120;ZP20;8.11.2017;11
ND106;ZP30;20.4.2018;2
ND107;ZP30;28.6.2017;22
ND110;ZP20;24.7.2017;6
ND101;ZP10;17.9.2017;24
ND110;ZP30;8.3.2018;13
ND119;ZP20;8.10.2017;6
ND109;ZP20;13.1.2018;22
ND103;ZP20;10.9.2017;27
ND122;ZP10;24.3.2018;7
ND104;ZP10;18.5.2017;26
ND113;ZP20;27.6.2017;4
ND121;ZP10;13.8.2018;12
ND110;ZP30;15.1.2018;21
ND107;ZP30;14.7.2017;25
ND102;ZP10;4.12.2017;6
ND118;ZP20;6.6.2018;22
ND105;ZP20;11.2.2018;1
ND109;ZP10;1.11.2017;3
ND113;ZP10;24.1.2017;19
ND124;ZP20;13.12.2017;29
ND120;ZP10;4.8.2018;7
ND121;ZP10;16.10.2017;3
ND122;ZP10;19.6.2018;5
ND102;ZP10;5.7.2017;11
ND116;ZP10;12.3.2018;11
ND124;ZP10;3.10.2017;16
ND113;ZP20;18.1.2017;24
ND114;ZP10;31.10.2017;8
ND118;ZP30;8.12.2017;19
ND101;ZP10;13.4.2017;23
ND110;ZP20;28.5.2017;25
ND120;ZP20;19.5.2017;6
ND119;ZP30;7.5.2017;7
ND114;ZP20;22.1.2018;27
ND106;ZP20;28.8.2017;19
ND108;ZP30;24.1.2018;20
ND103;ZP10;6.8.2018;14
ND102;ZP10;23.5.2018;28
ND123;ZP10;7.9.2017;5
ND123;ZP30;25.5.2018;20
ND106;ZP20;27.5.2018;2
ND111;ZP30;25.1.2017;13
ND107;ZP20;18.1.2017;11
ND122;ZP30;21.10.2017;27
ND109;ZP20;16.4.2017;13
ND110;ZP10;30.8.2017;11
ND115;ZP30;28.6.2017;23
ND101;ZP10;2.11.2017;14
ND117;ZP10;27.2.2017;3
ND117;ZP10;8.12.2017;13
ND105;ZP30;26.4.2017;30
ND117;ZP10;5.6.2018;26
ND101;ZP20;11.7.2018;16
ND117;ZP30;17.5.2018;5
ND109;ZP20;15.4.2017;21
ND110;ZP10;28.5.2017;28
ND108;ZP10;23.5.2017;11
ND105;ZP20;7.7.2018;25
ND111;ZP30;24.12.2017;5
ND121;ZP10;3.10.2017;1
ND119;ZP20;22.4.2017;28
ND122;ZP10;6.4.2017;18
ND123;ZP30;19.3.2018;29
ND102;ZP30;25.1.2017;16
ND103;ZP10;21.5.2018;27
ND117;ZP20;25.7.2018;19
ND122;ZP10;11.5.2017;30
ND116;ZP10;13.6.2018;27
ND121;ZP20;11.4.2018;22
ND110;ZP30;25.8.2018;7
ND108;ZP10;23.10.2017;27
ND116;ZP20;28.7.2018;30
ND111;ZP30;19.2.2018;20
ND102;ZP30;5.7.2017;19
ND101;ZP20;7.9.2017;9
ND109;ZP20;7.1.2017;1
ND122;ZP10;10.10.2017;29
ND114;ZP30;12.3.2018;13
ND103;ZP20;21.5.2018;3
ND121;ZP10;27.3.2017;3
ND110;ZP30;27.7.2017;10
ND111;ZP10;25.7.2018;20
ND124;ZP10;11.6.2018;15
ND112;ZP20;22.4.2017;27
ND117;ZP20;29.8.2017;5
ND114;ZP20;14.8.2017;14
ND113;ZP20;20.6.2018;16
ND112;ZP10;26.11.2017;29
ND109;ZP20;26.11.2017;19
ND116;ZP10;17.2.2018;30
ND103;ZP20;27.2.2017;18
ND114;ZP20;2.2.2017;21
ND101;ZP10;17.7.2017;24
ND101;ZP10;29.9.2017;6
ND108;ZP20;15.3.2018;13
ND105;ZP10;24.6.2018;28
ND120;ZP10;27.4.2018;21
ND122;ZP30;24.3.2017;27
ND111;ZP30;7.3.2017;28
ND108;ZP30;3.8.2018;18
ND113;ZP10;16.7.2018;13
ND114;ZP30;16.2.2018;17
ND111;ZP20;2.8.2017;5
ND107;ZP20;8.2.2017;25
ND123;ZP20;18.3.2018;8
ND118;ZP30;1.10.2017;22
ND112;ZP30;30.3.2017;5
ND122;ZP30;30.6.2017;26
ND108;ZP10;29.1.2018;24
ND104;ZP10;30.7.2017;22
ND120;ZP30;30.11.2017;24
ND112;ZP10;25.8.2018;23
ND111;ZP10;12.11.2017;12
ND117;ZP20;29.6.2018;20
ND117;ZP20;7.3.2017;6
ND109;ZP10;4.8.2018;28
ND105;ZP10;8.7.2017;18
ND101;ZP30;3.3.2018;9
ND114;ZP30;7.1.2018;19
ND113;ZP30;1.3.2018;10
ND118;ZP10;8.2.2018;13
ND108;ZP30;22.9.2017;30
ND104;ZP30;14.7.2018;14
ND120;ZP20;5.1.2018;2
ND118;ZP20;4.1.2018;7
ND123;ZP10;25.4.2017;12
ND104;ZP30;7.2.2018;19
ND105;ZP20;21.1.2017;23
ND115;ZP10;9.6.2017;30
ND123;ZP30;28.1.2018;1
ND124;ZP30;17.4.2018;11
ND119;ZP30;29.5.2017;15
